   45678   20
   25678   20
   36978   100
   65897   50
   78468   20
   25631   50
   25874   100
   12478   20
   25789   20
   98753   20
   25987   20
   14785   20
   65123   20
   14785   20
   14562   20
   14563   20
   14564   20
   14565   20
   14566   20
   14567   20
   14568   20
   14569   20
   14570   20
   14571   20
   14572   20
   14573   20
   14574   20
   14575   20
   14576   20
   14577   20
   14578   20
   14579   20
   14580   20
   14581   20
   14582   20
   14583   20
   14584   20
   14585   20
   14586   20
   14587   20
   14588   20
   14589   20
   14590   20
   14591   20
   14592   20
   14593   20
   14594   20
   14595   20
   14596   20
   14597   20
   14598   20
   14599   20
   14600   20
   14601   20
   14602   20
   14603   20
   14604   20
   14605   20
   14606   20
   14607   20
   14608   20
   14609   20
   14610   20
   14611   20
   14612   20
   14613   20
   14614   20
   14615   20
   14616   20
   14617   20
   14618   20
   14619   20
   14620   20
   14621   20
   14622   20
   14623   20
   14624   20
   14625   20
   14626   20
   14627   20
   14628   20
   14629   20
   14630   20
   14631   20
   14632   20
   14633   20
   14634   20
   14635   20
   14636   20
   14637   20
   14638   20
   14639   20
   14640   20
   14641   20
   14642   20
   14643   20
   14644   20
   14645   20
   14646   20
   14647   20
   14648   20
   14649   20
   14650   20
   14651   20
   14652   20
   14653   20
   14654   20
   14655   20
   14656   20
   14657   20
   14658   20
   14659   20
   14660   20
   14661   20
   14662   20
   14663   20
   14664   20
   14665   20
   14666   20
   14667   20
   14668   20
   14669   20
   14670   20
   14671   20
   14672   20
   14673   20
   14674   20
   14675   20
   14676   20
   14677   20
   14678   20
   14679   20
   14680   20
   14681   20
   14682   20
   14683   20
   14684   20
   14685   20
   14686   20
   14687   20
   14688   20
   14689   20
   14690   20
   14691   20
   14692   20
   14693   20
   14694   20
   14695   20
   14696   20
   14697   20
   14698   20
   14699   20
   14700   20
   14701   20
   14702   20
   14703   20
   14704   20
   14705   20
   14706   20
   14707   20
   14708   20
   14709   20
   14710   20
   14711   20
   14712   20
   14713   20
   14714   20
   14715   20
   14716   20
   14717   20
   14718   20
   14719   20
   14720   20
   14721   20
   14722   20
   14723   20
   14724   20
   14725   20
   14726   20
   14727   20
   14728   20
   14729   20
   14730   20
   14731   20
   14732   20
   14733   20
   14734   20
   14735   20
   14736   20
   14737   20
   14738   20
   14739   20
   14740   20
   14741   20
   14742   20
   14743   20
   14744   20
   14745   20
   14746   20
   14747   20
   14748   20
   14749   20
   14750   20
   14751   20
   14752   20
   14753   20
   14754   20
   14755   20
   14756   20
   14757   20
   14758   20
   14759   20
   14760   20
   14761   20
   14762   20
   14763   20
   14764   20
   14765   20
   14766   20
   14767   20
   14768   20
   14769   20
   14770   20
   14771   20
   14772   20
   14773   20
   14774   20
   14775   20
   14776   20
   14777   20
   14778   20
   14779   20
   14780   20
   14781   20
   14782   20
   14783   20
   14784   20
   14785   20
   14786   20
   14787   20
   14788   20
   14789   20
   14790   20
   14791   20
   14792   20
   14793   20
   14794   20
   14795   20
   14796   20
   14797   20
   14798   20
   14799   20
   14800   20
   14801   20
   14802   20
   14803   20
   14804   20
   14805   20
   14806   20
   14807   20
   14808   20
   14809   20
   14810   20
   14811   20
   14812   20
   14813   20
   14814   20
   14815   20
   14816   20
   14817   20
   14818   20
   14819   20
   14820   20
   14821   20
   14822   20
   14823   20
   14824   20
   14825   20
   14826   20
   14827   20
   14828   20
   14829   20
   14830   20
   14831   20
   14832   20
   14833   20
   14834   20
   14835   20
   14836   20
   14837   20
   14838   20
   14839   20
   14840   20
   14841   20
   14842   20
   14843   20
   14844   20
   14845   20
   14846   20
   14847   20
   14848   20
   14849   20
   14850   20
   14851   20
   14852   20
   14853   20
   14854   20
   14855   20
   14856   20
   14857   20
   14858   20
   14859   20
   14860   20
   14861   20
   14862   20
   14863   20
   14864   20
   14865   20
   14866   20
   14867   20
   14868   20
   14869   20
   14870   20
   14871   20
   14872   20
   14873   20
   14874   20
   14875   20
   14876   20
   14877   20
   14878   20
   14879   20
   14880   20
   14881   20
   14882   20
   14883   20
   14884   20
   14885   20
   14886   20
   14887   20
   14888   20
   14889   20
   14890   20
   14891   20
   14892   20
   25678   20
   25679   20
   25680   20
   25681   20
   25682   20
   25683   20
   25684   20
   25685   20
   25686   20
   25687   20
   25688   20
   25689   20
   25690   20
   25691   20
   25692   20
   25693   20
   25694   20
   25695   20
   25696   20
   25697   20
   25698   20
   25699   20
   25700   20
   25701   20
   25702   20
   25703   20
   25704   20
   25705   20
   25706   20
   25707   20
   25708   20
   25709   20
   25710   20
   25711   20
   25712   20
   25713   20
   25714   20
   25715   20
   25716   20
   25717   20
   25718   20
   25719   20
   25720   20
   25721   20
   25722   20
   25723   20
   25724   20
   25725   20
   25726   20
   25727   20
   25728   20
   25729   20
   25730   20
   25731   20
   25732   20
   25733   20
   25734   20
   25735   20
   25736   20
   25737   20
   25738   20
   25739   20
   25740   20
   25741   20
   25742   20
   25743   20
   25744   20
   25745   20
   25746   20
   25747   20
   25748   20
   25749   20
   25750   20
   25751   20
   25752   20
   25753   20
   25754   20
   25755   20
   25756   20
   25757   20
   25758   20
   25759   20
   25760   20
   25761   20
   25762   20
   25763   20
   25764   20
   25765   20
   25766   20
   25767   20
   25768   20
   25769   20
   25770   20
   25771   20
   25772   20
   25773   20
   25774   20
   25775   20
   25776   20
   25777   20
   25778   20
   25779   20
   25780   20
   25781   20
   25782   20
   25783   20
   25784   20
   25785   20
   25786   20
   25787   20
   25788   20
   25789   20
   25790   20
   25791   20
   25792   20
   25793   20
   25794   20
   25795   20
   25796   20
   25797   20
   25798   20
   25799   20
   25800   20
   25801   20
   25802   20
   25803   20
   25804   20
   25805   20
   25806   20
   25807   20
   25808   20
   25809   20
   25810   20
   25811   20
   25812   20
   25813   20
   25814   20
   25815   20
   25816   20
   25817   20
   25818   20
   25819   20
   25820   20
   25821   20
   25822   20
   25823   20
   25824   20
   25825   20
   25826   20
   25827   20
   25828   20
   25829   20
   25830   20
   25831   20
   25832   20
   25833   20
   25834   20
   25835   20
   25836   20
   25837   20
   25838   20
   25839   20
   25840   20
   25841   20
   25842   20
   25843   20
   25844   20
   25845   20
   25846   20
   25847   20
   25848   20
   25849   20
   25850   20
   25851   20
   25852   20
   25853   20
   25854   20
   25855   20
   25856   20
   25857   20
   25858   20
   25859   20
   25860   20
   25861   20
   25862   20
   25863   20
   25864   20
   25865   20
   25866   20
   25867   20
   25868   20
   25869   20
   25870   20
   25871   20
   25872   20
   25873   20
   25874   20
   25875   20
   25876   20
   25877   20
   25878   20
   25879   20
   25880   20
   25881   20
   25882   20
   25883   20
   25884   20
   25885   20
   25886   20
   25887   20
   25888   20
   25889   20
   25890   20
   25891   20
   25892   20
   25893   20
   25894   20
   25895   20
   25896   20
   25897   20
   25898   20
   25899   20
   25900   20
   25901   20
   25902   20
   25903   20
   25904   20
   25905   20
   25906   20
   25907   20
   25908   20
   25909   20
   25910   20
   25911   20
   25912   20
   25913   20
   25914   20
   25915   20
   25916   20
   25917   20
   25918   20
   25919   20
   25920   20
   25921   20
   52369   200000
   45697   20
   45698   20
   45699   20
   45700   20
   45701   20
   45702   20
   45703   20
   45704   20
   45705   20
   45706   20
   45707   20
   45708   20
   45709   20
   45710   20
   45711   20
   45712   20
   45713   20
   45714   20
   45715   20
   45716   20
   45717   20
   45718   20
   45719   20
   45720   20
   45721   20
   45722   20
   45723   20
   45724   20
   45725   20
   45726   20
   45727   20
   45728   20
   45729   20
   45730   20
   45731   20
   45732   20
   45733   20
   45734   20
   45735   20
   45736   20
   45737   20
   45738   20
   45739   20
   45740   20
   45741   20
   45742   20
   45743   20
   45744   20
   45745   20
   45746   20
   45747   20
   45748   20
   45749   20
   45750   20
   45751   20
   45752   20
   45753   20
   45754   20
   45755   20
   45756   20
   45757   20
   45758   20
   45759   20
   45760   20
   45761   20
   45762   20
   45763   20
   45764   20
   45765   20
   45766   20
   45767   20
   45768   20
   45769   20
   45770   20
   45771   20
   45772   20
   45773   20
   45774   20
   45775   20
   45776   20
   45777   20
   45778   20
   45779   20
   45780   20
   45781   20
   45782   20
   45783   20
   45784   20
   45785   20
   45786   20
   45787   20
   45788   20
   45789   20
   45790   20
   45791   20
   45792   20
   45793   20
   45794   20
   45795   20
   45796   20
   45797   20
   45798   20
   45799   20
   45800   20
   45801   20
   45802   20
   45803   20
   45804   20
   45805   20
   45806   20
   45807   20
   45808   20
   45809   20
   45810   20
   45811   20
   45812   20
   45813   20
   45814   20
   45815   20
   45816   20
